city,population,lat,lon,region_name,federal_district
Ленск,23.2,60.7276196,114.9548255,Республика Саха (Якутия),Дальневосточный
Мирный,35.4,62.536232,113.9667728,Республика Саха (Якутия),Дальневосточный
Нерюнгри,57.9,56.6599953,124.7202403,Республика Саха (Якутия),Дальневосточный
Нюрба,9.7,63.2828955,118.3242437,Республика Саха (Якутия),Дальневосточный
Олекминск,9.2,60.3758006,120.4060878,Республика Саха (Якутия),Дальневосточный
Покровск,9.4,61.4843503,129.1482392,Республика Саха (Якутия),Дальневосточный
Среднеколымск,3.5,67.4582218,153.7069425,Республика Саха (Якутия),Дальневосточный
Томмот,6.8,58.9586859,126.2875462,Республика Саха (Якутия),Дальневосточный
Удачный,12.0,66.4071765,112.3061555,Республика Саха (Якутия),Дальневосточный
Якутск,323.0,62.0281405,129.7325887,Республика Саха (Якутия),Дальневосточный
Алагир,19.7,43.0417684,44.2199715,Республика Северная Осетия – Алания,Северо-Кавказский
Ардон,19.3,43.1755152,44.2955775,Республика Северная Осетия – Алания,Северо-Кавказский
Беслан,37.4,43.1937529,44.5338707,Республика Северная Осетия – Алания,Северо-Кавказский
Владикавказ,303.6,43.020588,44.6819182,Республика Северная Осетия – Алания,Северо-Кавказский
Дигора,10.1,43.1567628,44.1549483,Республика Северная Осетия – Алания,Северо-Кавказский
Моздок,42.0,43.7471342,44.6569607,Республика Северная Осетия – Алания,Северо-Кавказский
Агрыз,19.7,56.5232864,52.9943775,Республика Татарстан,Приволжский
Азнакаево,34.2,54.8598642,53.0745527,Республика Татарстан,Приволжский
Альметьевск,158.4,54.9014619,52.2970467,Республика Татарстан,Приволжский
Арск,20.4,56.0912567,49.877067,Республика Татарстан,Приволжский
Бавлы,22.2,54.4062891,53.2458065,Республика Татарстан,Приволжский
Болгар,8.2,54.974891,49.0303882,Республика Татарстан,Приволжский
Бугульма,82.5,54.5363495,52.7895849,Республика Татарстан,Приволжский
Буинск,20.4,54.9641538,48.2901209,Республика Татарстан,Приволжский
Елабуга,74.0,55.7567107,52.0543794,Республика Татарстан,Приволжский
Заинск,39.6,55.299053,52.0062972,Республика Татарстан,Приволжский
Зеленодольск,100.0,55.8466651,48.5010954,Республика Татарстан,Приволжский
Иннополис,0.4,55.7521699,48.7446846,Республика Татарстан,Приволжский
Казань,1257.4,55.7943584,49.1114975,Республика Татарстан,Приволжский
Кукмор,17.8,56.1861392,50.8970238,Республика Татарстан,Приволжский
Лаишево,8.8,55.4042867,49.5499838,Республика Татарстан,Приволжский
Лениногорск,61.7,54.5967034,52.4431906,Республика Татарстан,Приволжский
Мамадыш,15.9,55.7150413,51.4129016,Республика Татарстан,Приволжский
Менделеевск,22.1,55.895169,52.3143347,Республика Татарстан,Приволжский
Мензелинск,16.9,55.7270698,53.1003968,Республика Татарстан,Приволжский
Набережные Челны,533.8,55.7434619,52.3959165,Республика Татарстан,Приволжский
Нижнекамск,240.0,55.6313609,51.8144669,Республика Татарстан,Приволжский
Нурлат,32.0,54.4281461,50.8049337,Республика Татарстан,Приволжский
Тетюши,11.0,54.936516,48.8314533,Республика Татарстан,Приволжский
Чистополь,59.4,55.3699139,50.6285784,Республика Татарстан,Приволжский
Ак-Довурак,13.6,51.178452,90.5985129,Республика Тыва,Сибирский
Кызыл,119.4,51.7191047,94.4376882,Республика Тыва,Сибирский
Туран,4.9,52.1449619,93.9173396,Республика Тыва,Сибирский
Чадан,9.4,51.2844502,91.5788609,Республика Тыва,Сибирский
Шагонар,11.2,51.5346393,92.9199675,Республика Тыва,Сибирский
Абаза,15.0,52.6516647,90.0885686,Республика Хакасия,Сибирский
Абакан,186.8,53.7223325,91.4436721,Республика Хакасия,Сибирский
Саяногорск,46.0,53.1008083,91.4122454,Республика Хакасия,Сибирский
Сорск,11.2,54.0002888,90.2594446,Республика Хакасия,Сибирский
Черногорск,75.4,53.8259342,91.3260229,Республика Хакасия,Сибирский
Азов,80.4,47.1121589,39.4232555,Ростовская область,Южный
Аксай,46.0,47.2676314,39.8756872,Ростовская область,Южный
Батайск,127.9,47.1383299,39.7507179,Ростовская область,Южный
Белая Калитва,39.3,48.1769737,40.8033529,Ростовская область,Южный
Волгодонск,171.4,47.5165338,42.1984951,Ростовская область,Южный
Гуково,63.2,48.0448904,39.9484672,Ростовская область,Южный
Донецк,46.7,48.3350706,39.945891,Ростовская область,Южный
Зверево,18.0,48.0435487,40.1265822,Ростовская область,Южный
Зерноград,24.1,46.8495958,40.312837,Ростовская область,Южный
Каменск-Шахтинский,87.8,48.3205326,40.2689583,Ростовская область,Южный
Константиновск,16.9,47.5773717,41.0967445,Ростовская область,Южный
Красный Сулин,37.6,47.8831311,40.0781298,Ростовская область,Южный
Миллерово,34.5,48.9260077,40.3984087,Ростовская область,Южный
Морозовск,24.6,48.3511807,41.8309225,Ростовская область,Южный
Новочеркасск,168.0,47.411919,40.1042098,Ростовская область,Южный
Новошахтинск,106.6,47.757773,39.9363697,Ростовская область,Южный
Пролетарск,18.7,46.7038963,41.727594,Ростовская область,Южный
Ростов-на-Дону,1137.9,47.2224566,39.718803,Ростовская область,Южный
Сальск,56.8,46.4752095,41.5410415,Ростовская область,Южный
Семикаракорск,21.9,47.5177337,40.8114167,Ростовская область,Южный
Таганрог,248.6,47.2094917,38.9350989,Ростовская область,Южный
Цимлянск,14.4,47.6477448,42.0931505,Ростовская область,Южный
Шахты,230.3,47.7085287,40.2159846,Ростовская область,Южный
Касимов,29.2,54.9373475,41.3913211,Рязанская область,Центральный
Кораблино,11.1,53.9246659,40.0227745,Рязанская область,Центральный
Михайлов,9.9,54.2297402,39.0091481,Рязанская область,Центральный
Новомичуринск,16.5,54.0376572,39.74654,Рязанская область,Центральный
Рыбное,20.7,54.7256164,39.5134398,Рязанская область,Центральный
Ряжск,20.9,53.7067584,40.0522274,Рязанская область,Центральный
Рязань,539.3,54.6254445,39.7358609,Рязанская область,Центральный
Сасово,23.8,54.3508885,41.9117422,Рязанская область,Центральный
Скопин,25.7,53.823543,39.5492421,Рязанская область,Центральный
Спас-Клепики,5.2,55.1291721,40.1745338,Рязанская область,Центральный
Спасск-Рязанский,6.6,54.4070719,40.3763426,Рязанская область,Центральный
Шацк,5.8,54.0287312,41.7181803,Рязанская область,Центральный
Жигулевск,51.6,53.4011981,49.4945176,Самарская область,Приволжский
Кинель,35.8,53.2210298,50.6343776,Самарская область,Приволжский
Нефтегорск,17.9,52.7972914,51.1637392,Самарская область,Приволжский
Новокуйбышевск,100.5,53.0994565,49.9477382,Самарская область,Приволжский
Октябрьск,26.3,53.1640488,48.670762,Самарская область,Приволжский
Отрадный,47.1,53.3800848,51.3438605,Самарская область,Приволжский
Похвистнево,27.9,53.6498299,52.1235156,Самарская область,Приволжский
Самара,1156.7,53.1950306,50.1069518,Самарская область,Приволжский
Сызрань,167.1,53.1558674,48.4744629,Самарская область,Приволжский
Тольятти,699.4,53.5205348,49.3894028,Самарская область,Приволжский
Чапаевск,71.7,52.928961,49.8673269,Самарская область,Приволжский
Санкт-Петербург,5384.3,59.9391313,30.3159004,Санкт-Петербург,Северо-Западный
Аркадак,11.5,51.938831,43.4999221,Саратовская область,Приволжский
Аткарск,24.1,51.8736062,45.0003247,Саратовская область,Приволжский
Балаково,187.5,52.0224231,47.7827765,Саратовская область,Приволжский
Балашов,75.8,51.5388697,43.1839757,Саратовская область,Приволжский
Вольск,61.9,52.0459865,47.3873595,Саратовская область,Приволжский
Ершов,18.8,51.3508505,48.2762226,Саратовская область,Приволжский
Калининск,15.6,51.4993591,44.4710435,Саратовская область,Приволжский
Красноармейск,22.3,51.023541,45.695044,Саратовская область,Приволжский
Красный Кут,14.1,50.9598317,46.9712016,Саратовская область,Приволжский
Маркс,30.0,51.7133337,46.7400339,Саратовская область,Приволжский
Новоузенск,15.1,50.455199,48.1413153,Саратовская область,Приволжский
Петровск,28.2,52.3094237,45.3851877,Саратовская область,Приволжский
Пугачев,40.6,52.0159921,48.7972223,Саратовская область,Приволжский
Ртищево,38.4,52.2616271,43.7842248,Саратовская область,Приволжский
Саратов,838.0,51.533557,46.034257,Саратовская область,Приволжский
Хвалынск,12.3,52.4951572,48.1045771,Саратовская область,Приволжский
Шиханы,5.4,52.1147391,47.2023118,Саратовская область,Приволжский
Энгельс,227.0,51.4854003,46.126722,Саратовская область,Приволжский
Александровск-Сахалинский,9.1,50.8974378,142.1578559,Сахалинская область,Дальневосточный
Анива,9.4,46.713152,142.5265804,Сахалинская область,Дальневосточный
Долинск,11.9,47.3255783,142.7945071,Сахалинская область,Дальневосточный
Корсаков,34.0,46.6324545,142.799445,Сахалинская область,Дальневосточный
Курильск,1.5,45.2270954,147.8796323,Сахалинская область,Дальневосточный
Макаров,6.3,48.6236334,142.7803205,Сахалинская область,Дальневосточный
Невельск,9.8,46.6526899,141.8630725,Сахалинская область,Дальневосточный
Оха,20.0,53.5867839,142.9412411,Сахалинская область,Дальневосточный
Поронайск,15.6,49.238866,143.1008333,Сахалинская область,Дальневосточный
Северо-Курильск,2.6,50.6730577,156.1282211,Сахалинская область,Дальневосточный
Томари,3.8,47.7620108,142.0615837,Сахалинская область,Дальневосточный
Углегорск,8.7,49.0815774,142.0692639,Сахалинская область,Дальневосточный
Холмск,27.1,47.0408423,142.041688,Сахалинская область,Дальневосточный
Южно-Сахалинск,200.6,46.9591631,142.737976,Сахалинская область,Дальневосточный
Алапаевск,37.1,57.8475571,61.6693817,Свердловская область,Уральский
Арамиль,15.4,56.694632,60.8343125,Свердловская область,Уральский
Артемовский,30.1,57.3384177,61.8947443,Свердловская область,Уральский
Асбест,62.9,57.0052277,61.4581156,Свердловская область,Уральский
Березовский,59.0,56.9095924,60.8180907,Свердловская область,Уральский
Богданович,29.3,56.7764795,62.0463679,Свердловская область,Уральский
Верхний Тагил,10.5,57.3763758,59.9517653,Свердловская область,Уральский
Верхняя Пышма,72.7,56.9758903,60.5650383,Свердловская область,Уральский
Верхняя Салда,41.2,58.0465803,60.5560164,Свердловская область,Уральский
Верхняя Тура,9.0,58.3643685,59.8265235,Свердловская область,Уральский
Верхотурье,8.6,58.8622073,60.8103945,Свердловская область,Уральский
Волчанск,8.5,59.9351707,60.0798618,Свердловская область,Уральский
Дегтярск,15.6,56.7048206,60.079138,Свердловская область,Уральский
Екатеринбург,1493.7,56.8385216,60.6054911,Свердловская область,Уральский
Заречный,27.9,56.8102931,61.3380029,Свердловская область,Уральский
Ивдель,15.4,60.6944496,60.4245069,Свердловская область,Уральский
Ирбит,36.5,57.6838362,63.057675,Свердловская область,Уральский
Каменск-Уральский,166.1,56.414962,61.9188674,Свердловская область,Уральский
Камышлов,25.8,56.8465034,62.7119766,Свердловская область,Уральский
Карпинск,25.9,59.7665925,60.0011703,Свердловская область,Уральский
Качканар,38.1,58.7051762,59.4839155,Свердловская область,Уральский
Кировград,18.7,57.4299433,60.0624051,Свердловская область,Уральский
Краснотурьинск,56.3,59.7636635,60.1934525,Свердловская область,Уральский
Красноуральск,22.5,58.348651,60.0408764,Свердловская область,Уральский
Красноуфимск,37.7,56.612387,57.7636637,Свердловская область,Уральский
Кушва,27.2,58.2826013,59.7645766,Свердловская область,Уральский
Лесной,49.3,58.6348516,59.7981565,Свердловская область,Уральский
Михайловск,8.8,56.4370039,59.1137316,Свердловская область,Уральский
Невьянск,22.8,57.49131,60.2183429,Свердловская область,Уральский
Нижние Серги,9.0,56.6544959,59.2953035,Свердловская область,Уральский
Нижний Тагил,349.0,57.910126,59.9812853,Свердловская область,Уральский
Нижняя Салда,17.3,58.0748272,60.7025418,Свердловская область,Уральский
Нижняя Тура,19.4,58.6309267,59.8520344,Свердловская область,Уральский
Новая Ляля,11.6,59.0538977,60.5944825,Свердловская область,Уральский
Новоуральск,80.4,57.2472567,60.0956714,Свердловская область,Уральский
Первоуральск,120.8,56.9080085,59.942926,Свердловская область,Уральский
Полевской,61.0,56.4956952,60.2365298,Свердловская область,Уральский
Ревда,61.5,56.7986319,59.9071591,Свердловская область,Уральский
Реж,36.8,57.3717477,61.3833842,Свердловская область,Уральский
Североуральск,25.6,60.1533109,59.9525245,Свердловская область,Уральский
Серов,95.9,59.6047724,60.5753882,Свердловская область,Уральский
Среднеуральск,23.7,56.9918901,60.4771018,Свердловская область,Уральский
Сухой Лог,33.4,56.9076193,62.0358093,Свердловская область,Уральский
Сысерть,21.0,56.5005715,60.8190003,Свердловская область,Уральский
Тавда,32.6,58.0434672,65.274217,Свердловская область,Уральский
Талица,15.6,57.0122687,63.7320757,Свердловская область,Уральский
Туринск,17.1,58.0393524,63.6981973,Свердловская область,Уральский
Севастополь,510.0,44.6167013,33.525355,Севастополь,Южный
Велиж,6.6,55.6057916,31.1856206,Смоленская область,Центральный
Вязьма,52.3,55.2116983,34.2951663,Смоленская область,Центральный
Гагарин,28.9,55.5525228,34.9950502,Смоленская область,Центральный
Демидов,6.1,55.2682105,31.5062809,Смоленская область,Центральный
Десногорск,27.2,54.146457,33.2833222,Смоленская область,Центральный
Дорогобуж,9.4,54.9136959,33.3023162,Смоленская область,Центральный
Духовщина,3.9,55.1950257,32.401252,Смоленская область,Центральный
Ельня,8.7,54.5837795,33.1749867,Смоленская область,Центральный
Починок,8.3,54.406244,32.4398039,Смоленская область,Центральный
Рославль,48.9,53.9449558,32.8480258,Смоленская область,Центральный
Рудня,9.5,54.9441093,31.0794806,Смоленская область,Центральный
Сафоново,41.1,55.1199661,33.2336988,Смоленская область,Центральный
Смоленск,325.5,54.782635,32.045251,Смоленская область,Центральный
Сычевка,8.3,55.8308821,34.2778793,Смоленская область,Центральный
Ярцево,42.7,55.0564732,32.6902302,Смоленская область,Центральный
Благодарный,30.4,45.0989782,43.4306455,Ставропольский край,Северо-Кавказский
Буденновск,61.3,44.7816067,44.1650339,Ставропольский край,Северо-Кавказский
Георгиевск,66.4,44.1485694,43.4739851,Ставропольский край,Северо-Кавказский
Ессентуки,113.1,44.0446186,42.8588653,Ставропольский край,Северо-Кавказский
Железноводск,24.9,44.1320568,43.0306461,Ставропольский край,Северо-Кавказский
Зеленокумск,34.1,44.4032668,43.8841877,Ставропольский край,Северо-Кавказский
Изобильный,37.8,45.3684296,41.708702,Ставропольский край,Северо-Кавказский
Ипатово,23.2,45.7181751,42.8970206,Ставропольский край,Северо-Кавказский
Кисловодск,128.8,43.9052044,42.7168721,Ставропольский край,Северо-Кавказский
Лермонтов,22.9,44.1054107,42.973135,Ставропольский край,Северо-Кавказский
Минеральные Воды,73.9,44.2087273,43.138408,Ставропольский край,Северо-Кавказский
Михайловск,95.7,45.1297323,42.0288443,Ставропольский край,Северо-Кавказский
Невинномысск,116.7,44.6226031,41.9476723,Ставропольский край,Северо-Кавказский
Нефтекумск,24.4,44.7544552,44.9865347,Ставропольский край,Северо-Кавказский
Новоалександровск,26.5,45.4932733,41.2153996,Ставропольский край,Северо-Кавказский
Новопавловск,26.1,43.9617097,43.6342865,Ставропольский край,Северо-Кавказский
Пятигорск,147.9,44.041091,43.0661553,Ставропольский край,Северо-Кавказский
Светлоград,35.4,45.328659,42.8565714,Ставропольский край,Северо-Кавказский
Ставрополь,450.7,45.044516,41.9689655,Ставропольский край,Северо-Кавказский
Жердевка,14.0,51.8422192,41.4617687,Тамбовская область,Центральный
Кирсанов,16.1,52.6506335,42.7286445,Тамбовская область,Центральный
Котовск,28.9,52.5924489,41.5101237,Тамбовская область,Центральный
Мичуринск,90.7,52.8912389,40.5104443,Тамбовская область,Центральный
Моршанск,38.0,53.4436216,41.8115478,Тамбовская область,Центральный
Рассказово,42.7,52.6538833,41.874285,Тамбовская область,Центральный
Тамбов,292.1,52.7213154,41.452264,Тамбовская область,Центральный
Уварово,23.1,51.9767841,42.2529799,Тамбовская область,Центральный
Андреаполь,6.8,56.6506724,32.2620163,Тверская область,Центральный
Бежецк,20.4,57.7860089,36.6904983,Тверская область,Центральный
Белый,3.1,55.8339056,32.9389741,Тверская область,Центральный
Бологое,20.5,57.8855767,34.0537771,Тверская область,Центральный
Весьегонск,6.0,58.6582598,37.2567558,Тверская область,Центральный
Вышний Волочек,45.5,57.568302,34.5404016,Тверская область,Центральный
Западная Двина,7.8,56.2566492,32.0805315,Тверская область,Центральный
Зубцов,6.1,56.1760868,34.5825515,Тверская область,Центральный
Калязин,12.3,57.2579478,37.7819693,Тверская область,Центральный
Кашин,13.8,57.360194,37.6119436,Тверская область,Центральный
Кимры,43.2,56.8733213,37.3556605,Тверская область,Центральный
Конаково,36.5,56.7275204,36.8012716,Тверская область,Центральный
Красный Холм,5.0,58.0571446,37.1126156,Тверская область,Центральный
Кувшиново,8.9,57.0265168,34.1676009,Тверская область,Центральный
Лихославль,11.4,57.1221304,35.4667605,Тверская область,Центральный
Нелидово,18.1,56.2232566,32.7767459,Тверская область,Центральный
Осташков,15.4,57.1456744,33.1115372,Тверская область,Центральный
Ржев,57.5,56.262881,34.3291002,Тверская область,Центральный
Старица,7.4,56.514876,34.9336396,Тверская область,Центральный
Тверь,425.1,56.8586059,35.9116761,Тверская область,Центральный
Торжок,44.4,57.04133,34.9602344,Тверская область,Центральный
Торопец,11.8,56.5012188,31.6355466,Тверская область,Центральный
Удомля,27.2,57.8787314,35.0167348,Тверская область,Центральный
Асино,24.4,56.9907085,86.1765257,Томская область,Сибирский
Кедровый,1.9,57.561869,79.5677821,Томская область,Сибирский
Колпашево,22.9,58.3114253,82.9025829,Томская область,Сибирский
Северск,106.5,56.6031285,84.8809926,Томская область,Сибирский
Стрежевой,40.8,60.732895,77.604122,Томская область,Сибирский
Томск,576.6,56.4845804,84.9481582,Томская область,Сибирский
Алексин,57.5,54.5083349,37.0478067,Тульская область,Центральный
Белев,12.6,53.8114179,36.1382247,Тульская область,Центральный
Богородицк,30.4,53.7701014,38.1225152,Тульская область,Центральный
Болохово,8.8,54.0820349,37.826724,Тульская область,Центральный
Венев,13.9,54.3542315,38.2642236,Тульская область,Центральный
Донской,62.6,53.9678944,38.3371824,Тульская область,Центральный
Ефремов,34.4,53.1464766,38.0921657,Тульская область,Центральный
Кимовск,25.6,53.9698378,38.5380808,Тульская область,Центральный
Киреевск,26.3,53.9319555,37.9220351,Тульская область,Центральный
Липки,8.1,53.9417551,37.7020148,Тульская область,Центральный
Новомосковск,122.3,54.0109075,38.2914024,Тульская область,Центральный
Плавск,15.7,53.7096415,37.2862352,Тульская область,Центральный
Советск,7.3,53.9338874,37.6316141,Тульская область,Центральный
Суворов,17.2,54.1343585,36.4807419,Тульская область,Центральный
Тула,475.2,54.1920559,37.6153842,Тульская область,Центральный
Узловая,49.7,53.9730452,38.1763201,Тульская область,Центральный
Чекалин,0.9,54.0984438,36.2474142,Тульская область,Центральный
Щекино,57.1,54.0020652,37.5176288,Тульская область,Центральный
Ясногорск,15.4,54.4795484,37.6896048,Тульская область,Центральный
Белоярский,19.6,63.7121099,66.6772226,Тюменская область,Уральский
Губкинский,29.2,64.4457594,76.4713274,Тюменская область,Уральский
Заводоуковск,26.5,56.5027463,66.5513613,Тюменская область,Уральский
Ишим,64.4,56.1104858,69.4795776,Тюменская область,Уральский
Когалым,67.7,62.2639527,74.4829794,Тюменская область,Уральский
Лабытнанги,26.3,66.6592841,66.3883009,Тюменская область,Уральский
Лангепас,44.6,61.2536939,75.1807763,Тюменская область,Уральский
Лянтор,41.2,61.6392863,72.179409,Тюменская область,Уральский
Мегион,46.6,61.0318712,76.1025878,Тюменская область,Уральский
Муравленко,31.6,63.7940552,74.4948635,Тюменская область,Уральский
Надым,44.8,65.5377966,72.5182736,Тюменская область,Уральский
Нефтеюганск,127.3,61.0882676,72.6164079,Тюменская область,Уральский
Нижневартовск,277.7,60.9396698,76.5696184,Тюменская область,Уральский
Новый Уренгой,118.0,66.0839433,76.6809681,Тюменская область,Уральский
Ноябрьск,106.9,63.2018039,75.4510581,Тюменская область,Уральский
Нягань,58.6,62.1454701,65.3946047,Тюменская область,Уральский
Покачи,18.1,61.7422169,75.5941517,Тюменская область,Уральский
Пыть-Ях,39.6,60.7585833,72.8365617,Тюменская область,Уральский
Радужный,43.7,62.1342888,77.4584094,Тюменская область,Уральский
Салехард,51.0,66.5492077,66.6085318,Тюменская область,Уральский
Советский,29.3,61.3706913,63.5667222,Тюменская область,Уральский
Сургут,380.6,61.2541083,73.3961587,Тюменская область,Уральский
Тарко-Сале,21.5,64.9118803,77.7610236,Тюменская область,Уральский
Тобольск,98.9,58.2017299,68.2538558,Тюменская область,Уральский
Тюмень,807.3,57.1529744,65.5344099,Тюменская область,Уральский
Урай,40.5,60.1296954,64.8038508,Тюменская область,Уральский
Ханты-Мансийск,101.5,61.0023984,69.0184798,Тюменская область,Уральский
Югорск,38.0,61.3123568,63.3365484,Тюменская область,Уральский
Ялуторовск,40.3,56.6547289,66.3122992,Тюменская область,Уральский
Воткинск,97.2,57.0518149,53.9873096,Удмуртская Республика,Приволжский
Глазов,92.3,58.1359233,52.6635038,Удмуртская Республика,Приволжский
Ижевск,648.1,56.852738,53.2114896,Удмуртская Республика,Приволжский
Камбарка,10.1,56.2659916,54.193374,Удмуртская Республика,Приволжский
Можга,49.0,56.4427774,52.2137886,Удмуртская Республика,Приволжский
Сарапул,95.4,56.4615767,53.8037657,Удмуртская Республика,Приволжский
Барыш,15.5,53.6533992,47.1181134,Ульяновская область,Приволжский
Димитровград,113.5,54.2167926,49.6262585,Ульяновская область,Приволжский
Инза,17.2,53.8549647,46.3533459,Ульяновская область,Приволжский
Новоульяновск,13.8,54.1447956,48.3910789,Ульяновская область,Приволжский
Сенгилей,6.2,53.958964,48.7768269,Ульяновская область,Приволжский
Ульяновск,627.7,54.3079415,48.3748487,Ульяновская область,Приволжский
Амурск,38.9,50.2344147,136.8792444,Хабаровский край,Дальневосточный
Бикин,16.1,46.8185743,134.2550718,Хабаровский край,Дальневосточный
Вяземский,13.0,47.5353379,134.7553856,Хабаровский край,Дальневосточный
Комсомольск-на-Амуре,244.8,50.5498936,137.0079408,Хабаровский край,Дальневосточный
Николаевск-на-Амуре,17.9,53.1460657,140.7111367,Хабаровский край,Дальневосточный
Советская Гавань,23.6,48.9664966,140.285174,Хабаровский край,Дальневосточный
Хабаровск,616.4,48.4647258,135.0598942,Хабаровский край,Дальневосточный
Аша,29.1,54.9906527,57.2783953,Челябинская область,Уральский
Бакал,18.7,54.9406399,58.8051698,Челябинская область,Уральский
Верхнеуральск,9.3,53.8760961,59.2169852,Челябинская область,Уральский
Верхний Уфалей,26.7,56.0487158,60.2318886,Челябинская область,Уральский
Еманжелинск,28.2,54.7554548,61.3243477,Челябинская область,Уральский
Златоуст,163.9,55.1714905,59.6725549,Челябинская область,Уральский
Карабаш,10.8,55.4852323,60.2358881,Челябинская область,Уральский
Карталы,28.2,53.0536197,60.6478408,Челябинская область,Уральский
Касли,15.7,55.8868784,60.7421663,Челябинская область,Уральский
Катав-Ивановск,15.5,54.7521438,58.1983648,Челябинская область,Уральский
Копейск,147.6,55.116665,61.6179185,Челябинская область,Уральский
Коркино,34.0,54.8903147,61.4034576,Челябинская область,Уральский
Куса,16.7,55.3386053,59.4385778,Челябинская область,Уральский
Кыштым,36.2,55.7061276,60.5563781,Челябинская область,Уральский
Магнитогорск,413.3,53.4072153,58.9791437,Челябинская область,Уральский
Миасс,151.5,55.0456457,60.1077572,Челябинская область,Уральский
Миньяр,8.9,55.0709557,57.548478,Челябинская область,Уральский
Нязепетровск,11.4,56.0536895,59.6097202,Челябинская область,Уральский
Озерск,78.4,55.763154,60.7076198,Челябинская область,Уральский
Пласт,17.3,54.3692764,60.8151894,Челябинская область,Уральский
Сатка,41.3,55.0405288,59.0288975,Челябинская область,Уральский
Сим,12.5,54.9907827,57.6900155,Челябинская область,Уральский
Снежинск,51.8,56.0851495,60.7324914,Челябинская область,Уральский
Трехгорный,32.7,54.8178249,58.4464194,Челябинская область,Уральский
Троицк,73.4,54.0843745,61.5586831,Челябинская область,Уральский
Усть-Катав,21.8,54.9260812,58.152805,Челябинская область,Уральский
Чебаркуль,41.3,54.9818567,60.3773121,Челябинская область,Уральский
Челябинск,1196.7,55.1602624,61.4008078,Челябинская область,Уральский
Южноуральск,37.6,54.448927,61.2581158,Челябинская область,Уральский
Юрюзань,10.9,54.854662,58.4226698,Челябинская область,Уральский
Аргун,39.3,43.2916774,45.8723105,Чеченская Республика,Северо-Кавказский
Грозный,305.9,43.3180145,45.698291,Чеченская Республика,Северо-Кавказский
Гудермес,55.9,43.3519142,46.1035645,Чеченская Республика,Северо-Кавказский
Курчалой,26.6,43.2046547,46.0889364,Чеченская Республика,Северо-Кавказский
Урус-Мартан,62.7,43.120175,45.539276,Чеченская Республика,Северо-Кавказский
Шали,55.1,43.1488691,45.9009629,Чеченская Республика,Северо-Кавказский
Алатырь,33.8,54.8397989,46.5721997,Чувашская Республика,Приволжский
Канаш,44.8,55.507,47.4918273,Чувашская Республика,Приволжский
Козловка,8.6,55.8406025,48.2577735,Чувашская Республика,Приволжский
Мариинский Посад,8.5,56.111923,47.7142942,Чувашская Республика,Приволжский
Новочебоксарск,127.2,56.1094977,47.4791113,Чувашская Республика,Приволжский
Цивильск,15.0,55.8650213,47.4729349,Чувашская Республика,Приволжский
Чебоксары,497.6,56.1438298,47.2489782,Чувашская Республика,Приволжский
Шумерля,28.4,55.4962415,46.4182681,Чувашская Республика,Приволжский
Ядрин,8.2,55.9406974,46.2020896,Чувашская Республика,Приволжский
Анадырь,15.8,64.7313924,177.5015421,Чукотский автономный округ,Дальневосточный
Билибино,5.5,68.0584191,166.4388172,Чукотский автономный округ,Дальневосточный
Певек,4.5,69.7016661,170.2999022,Чукотский автономный округ,Дальневосточный
Гаврилов-Ям,16.5,57.3091058,39.8546444,Ярославская область,Центральный
Данилов,14.5,58.1860098,40.1795067,Ярославская область,Центральный
Любим,5.0,58.3620228,40.686841,Ярославская область,Центральный
Мышкин,5.5,57.7881684,38.4544224,Ярославская область,Центральный
Переславль-Залесский,37.9,56.7360544,38.8543617,Ярославская область,Центральный
Пошехонье,5.7,58.5062879,39.1208434,Ярославская область,Центральный
Ростов,30.5,57.2051315,39.4378622,Ярославская область,Центральный
Рыбинск,184.6,58.0485495,38.8584119,Ярославская область,Центральный
Тутаев,39.8,57.8674993,39.5369627,Ярославская область,Центральный
Углич,31.8,57.5224249,38.3020044,Ярославская область,Центральный
Ярославль,608.4,57.6215477,39.8977411,Ярославская область,Центральный
